IdKlienta	Imie	Nazwisko	Plec
927	Alona	Czech	K
928	Tuong vy	Marek	K
929	Esther	Wrona	K
930	Lola	Gawron	K
931	Liudmyla	Jasinska	K
932	Skylar	Zajac	K
933	Jaga	Piatek	K
934	Aisza	Urbaniak	K
935	Arletta	Cichon	K
936	Arabella	Kowalska	K
937	Louise	Michalska	K
938	Louisa	Kowalewska	K
939	Tekla	Brzozowska	K
940	Kenza	Domagala	K
941	Aliviya	Szostak	K
942	Alexa	Grzelak	K
943	Rebecca	Marek	K
944	Diep anh	Przybysz	K
945	Anya	Zawada	K
946	Aia	Zalewska	K
947	Kato	Stefaniak	K
948	Zoryana	Swiatek	K
949	Narin	Borkowska	K
950	Rosie	Kubiak	K
951	Wiwianna	Wysocka	K
952	Rada	Bednarek	K
953	Chau anh	Przybyla	K
954	Thea	Jankowska	K
955	Dilara	Stanczyk	K
956	Liwiana	Filipiak	K
957	Faustina	Czyz	K
958	Noa	Kowalik	K
959	Kama	Jurek	K
960	Mayla	Sobczyk	K
961	Beyza	Kaczmarek	K
962	Savannah	Witek	K
963	Anelia	Gajda	K
964	Madeleine	Nowak	K
965	Zlatoslawa	Urban	K
966	Freyja	Kaczmarek	K
967	Rimma	Pluta	K
968	Yanina	Zajac	K
969	Odetta	Przybylska	K
970	Arika	Urbanska	K
971	Constance	Dziedzic	K
972	Lusi	Wieczorek	K
973	Liliane	Sikora	K
974	Danna	Rybak	K
975	Kyra	Duda	K
976	Beatrice	Pluta	K
977	Felicia	Kowalczyk	K
978	Vasilina	Zaremba	K
979	Soriana	Mazur	K
980	Damiana	Szczepanik	K
981	Manuela	Chmielewska	K
982	Karen	Wieczorek	K
983	Nellie	Olejniczak	K
984	Lena	Lech	K
985	Taya	Wroblewska	K
986	Karola	Buczek	K
987	Andrea	Banas	K
988	Vasylysa	Baran	K
989	Magnolia	Mlynarczyk	K
990	Ruby	Musial	K
991	Nana	Rutkowska	K
992	Elia	Mikolajczyk	K
993	Ivy	Klimczak	K
994	Taisiya	Serafin	K
995	Jewa	Mroz	K
996	Darja	Kowalczyk	K
997	Taisia	Glowacka	K
998	Zyta	Gajewska	K
999	Ariane	Brzezinska	K
1000	Lilian	Gil	K
1001	Camille	Jozwiak	K
1002	Reya	Koziel	K
1003	Elif	Cieslik	K
1004	Xinyi	Marek	K
1005	Laurencja	Zieba	K
1006	Cristina	Przybysz	K
1007	Layra	Mikolajczyk	K
1008	Miliana	Pluta	K
1009	Benita	Michalik	K
1010	Malaika	Kot	K
1011	Asiie	Borkowska	K
1012	Uljana	Bak	K
1013	Antoni	Gorski	M
1014	Jan	Kus	M
1015	Aleksander	Rak	M
1016	Nikodem	Mikolajczak	M
1017	Franciszek	Kaczor	M
1018	Jakub	Wysocki	M
1019	Leon	Lewandowski	M
1020	Mikolaj	Lis	M
1021	Stanisław	luczak	M
1022	Filip	Majewski	M
1023	Ignacy	Glowacki	M
1024	Szymon	Ostrowski	M
1025	Wojciech	Bartkowiak	M
1026	Adam	Mazurek	M
1027	Kacper	Witek	M
1028	Tymon	Markowski	M
1029	Marcel	Maj	M
1030	Maksymilian	Mikolajczak	M
1031	Michał	Gawron	M
1032	Wiktor	Jozwiak	M
1033	Oliwier	Kania	M
1034	Tymoteusz	Zajac	M
1035	Miłosz	Przybyla	M
1036	Igor	Wojciechowski	M
1037	Julian	Kasprzak	M
1038	Piotr	Bartkowiak	M
1039	Oskar	Sikorski	M
1040	Gabriel	Brzozowski	M
1041	Dawid	Walczak	M
1042	Krzysztof	Adamski	M
1043	Bartosz	Rutkowski	M
1044	Dominik	Lech	M
1045	Natan	Cieslak	M
1046	Bruno	Bednarz	M
1047	Mateusz	Pawlik	M
1048	Hubert	Rybak	M
1049	Karol	Graczyk	M
1050	Alan	Zieba	M
1051	Fabian	Sikorski	M
1052	Tomasz	Wasilewski	M
1053	Maciej	Baran	M
1054	Henryk	Koziol	M
1055	Tadeusz	Janus	M
1056	Cezary	Mazur	M
1057	Artur	Tomaszewski	M
1058	Ksawery	Gora	M
1059	Pawel	Polak	M
1060	Milan	Lech	M
1061	Daniel	Duda	M
1062	Kazimierz	Szostak	M
1063	Kuba	Zaremba	M
1064	Kajetan	Kostrzewa	M
1065	Borys	Bak	M
1066	Bartlomiej	Grzelak	M
1067	Jozef	Socha	M
1068	Witold	Brzezinski	M
1069	Teodor	Kaczmarek	M
1070	Kamil	Mikolajczyk	M
1071	Olaf	Urbanski	M
1072	Patryk	Sokolowski	M
1073	Leo	Wawrzyniak	M
1074	Mark	Szymczyk	M
1075	Eryk	Kania	M
1076	Stefan	Kus	M
1077	Adrian	Zych	M
1078	Kornel	Bartkowiak	M
1079	Grzegorz	Nowakowski	M
1080	Gustaw	Stanczyk	M
1081	Mieszko	Zurek	M
1082	Leonard	Pawlowski	M
1083	Sebastian	Borowski	M
1084	Krystian	Polak	M
1085	Emil	Lis	M
1086	Maksym	Jozwiak	M
1087	Jerzy	Wisniewski	M
1088	Feliks	Blaszczyk	M
1089	Ryszard	Graczyk	M
1090	Tobiasz	Pawlowski	M
1091	Artem	Markowski	M
1092	David	Olejniczak	M
1093	Marcin	Sikora	M
1094	Damian	Olejnik	M
1095	Konstanty	Marek	M
1096	Robert	Wilk	M
1097	Lukasz	Majchrzak	M
1098	Rafał	Czyz	M
1099	Alex	Rak	M
1100	Nataniel	Borkowski	M
1101	Florian	Gorski	M
1102	Olivier	Krawiec	M
1103	Remigiusz	Sikora	M
1104	Aleks	Borowski	M
1105	Przemysław	Jakubowski	M
1106	Konrad	Lech	M
1107	Blazej	Makowski	M
1108	Juliusz	Gil	M
1109	Radosław	Jankowski	M
1110	Alexander	Bieniek	M
1111	Jeremi	Kolodziej	M
1112	Matvii	Bednarek	M
1113	Oleksandr	Ostrowski	M
1114	Marek	Maj	M
1115	Lucjan	Witek	M
1116	Samuel	Klos	M
1117	Roman	Mackowiak	M
1118	Iwo	Pluta	M
1119	Kordian	Klos	M
1120	Albert	Zak	M
1121	Andrzej	Pajak	M
1122	Dorian	Kasprzak	M
1123	Beniamin	Skowron	M
1124	Jedrzej	Mazurek	M
1125	Arkadiusz	Nowak	M
1126	Ludwik	Kot	M
1127	Hugo	Brzozowski	M
1128	Maurycy	Mroz	M
1129	Gracjan	Wilk	M
1130	Wladysław	Szczygiel	M
1131	Dmytro	Bartkowiak	M
1132	Makar	Lewandowski	M
1133	Fryderyk	Zajac	M
1134	Jacek	Klimczak	M
1135	Mykhailo	Kucharski	M
1136	Bogdan	Malek	M
1137	Timur	Bednarczyk	M
1138	Edward	Jurek	M
1139	Maks	Wroblewski	M
1140	Oliver	Turek	M
1141	Jeremiasz	Mackowiak	M
1142	Danylo	Dziedzic	M
1143	Brajan	Pietrzyk	M
1144	Aleksy	Kujawa	M
1145	Ernest	Polak	M
1146	Ivan	Skiba	M
1147	Tymofii	Wawrzyniak	M
1148	Nazar	Kacprzak	M
1149	Vincent	Marzec	M
1150	Damir	Zak	M
1151	Liam	Wisniewski	M
1152	Seweryn	Borowski	M
1153	Lev	Kacprzak	M
1154	Vladyslav	Mackowiak	M
1155	Nikita	Kaczor	M
1156	Miron	Gora	M
1157	Wincenty	Kostrzewa	M
1158	Daniil	Ratajczak	M
1159	Davyd	Szulc	M
1160	Olgierd	Zaremba	M
1161	Cyprian	Koziol	M
1162	Denis	Czaja	M
1163	Bohdan	Wysocki	M
1164	Maximilian	Turek	M
1165	Norbert	Przybysz	M
1166	Max	Kowalczyk	M
1167	Aron	Koziol	M
1168	Illia	Gora	M
1169	Viktor	Zych	M
1170	Dariusz	Szczygiel	M
1171	Matviy	Kus	M
1172	Andrii	Tomczyk	M
1173	Luka	Pietrzyk	M
1174	Yaroslav	Krupa	M
1175	Tytus	Wasilewski	M
1176	Kosma	Sobczak	M
1177	Marko	Polak	M
1178	Maksim	Rak	M
1179	Martin	Baranowski	M
1180	Volodymyr	Kowalczyk	M
1181	Zbigniew	Mroz	M
1182	Emilian	Michalski	M
1183	Oliwer	Marzec	M
1184	Teo	Duda	M
1185	Leonardo	Markowski	M
1186	Arsen	Zielinski	M
1187	Lew	Tomaszewski	M
1188	Wincent	Panek	M
1189	Zachary	Klimek	M
1190	Sylwester	Gil	M
1191	Marceli	Sawicka	M
1192	Bolesław	Wilk	M
1193	Oktawian	Olejniczak	M
1194	Gniewomir	Kazmierczak	M
1195	Amadeusz	Majewski	M
1196	Leopold	Bak	M
1197	Demian	Bednarz	M
1198	Bogumil	Szczygiel	M
1199	Sviatoslav	Witkowski	M
1200	Platon	Koziol	M
1201	Zakhar	Jaworski	M
1202	Mirosław	Sikora	M
1203	Nicolas	Gil	M
1204	Bernard	Kowalski	M
1205	Joachim	Koziel	M
1206	Gniewko	Przybylski	M
1207	Benjamin	Siwek	M
1208	Szczepan	Turek	M
1209	Kevin	Szulc	M
1210	Nathan	Wysocki	M
1211	Denys	Bednarek	M
1212	Nikolas	Marszalek	M
1213	Tymur	Czajka	M
1214	Eliasz	Matusiak	M
1215	Boguslaw	Augustyniak	M
1216	Franek	Cichon	M
1217	Mariusz	Gil	M
1218	Victor	Klimek	M
1219	Orest	Chojnacki	M
1220	Brunon	Pawlak	M
1221	Jarosław	Malinowski	M
1222	Felicjan	Augustyniak	M
1223	Ivo	Pluta	M
1224	Klemens	Janus	M
1225	Czesław	Jarosz	M
1226	Ostap	Kasprzak	M
1227	Kyrylo	Kubiak	M
1228	Jonatan	Krol	M
1229	Kasjan	Kwiatkowski	M
1230	Yehor	Skiba	M
1231	Leszek	Mikolajczak	M
1232	Korneliusz	Czech	M
1233	Ziemowit	Krupa	M
1234	Aaron	Grzyb	M
1235	Mykyta	Blaszczyk	M
1236	Benedykt	Kolodziejczyk	M
1237	Noah	Sawicka	M
1238	Kirill	Paluch	M
1239	Jonasz	Klos	M
1240	Kaspian	Kowal	M
1241	Edmund	Niemiec	M
1242	Emanuel	Szymanski	M
1243	Oleksii	Zawadzki	M
1244	Myroslav	Gawron	M
1245	Matvey	Mucha	M
1246	Oscar	Tomaszewski	M
1247	Yan	Szymczak	M
1248	Felix	Witkowski	M
1249	Olek	Piatek	M
1250	Noe	Urban	M
1251	Myron	Kaczmarek	M
1252	Xavier	Stasiak	M
1253	Mykola	Bednarczyk	M
1254	Hektor	Zawadzki	M
1255	Vladislav	Banach	M
1256	Bastian	Wrona	M
1257	Henry	Biernat	M
1258	Theo	Majewski	M
1259	Stanislav	Czaja	M
1260	Mieczysław	Skrzypczak	M
1261	Danil	Baran	M
1262	Roch	Zieba	M
1263	Ksawier	Urban	M
1264	Pavlo	lukasik	M
1265	Danyil	Chmiel	M
1266	Anatol	Jablonski	M
1267	Zygmunt	Biernat	M
1268	Marian	Baranowski	M
1269	Erik	Owczarek	M
1270	Mikhail	Wojcik	M
1271	Noel	Ziolkowski	M
1272	William	Jarosz	M
1273	Sławomir	Kowalski	M
1274	Tymofiy	Krupa	M
1275	Kiril	Szulc	M
1276	Bronisław	Blaszczyk	M
1277	Timofey	Pawlak	M
1278	Oleg	Baranowski	M
1279	Sergiusz	Jurek	M
1280	Niko	Wasilewski	M
1281	Anton	Grzyb	M
1282	Maxim	Skrzypczak	M
1283	Alek	Kacprzak	M
1284	Egor	Mikolajczak	M
1285	Anthony	luczak	M
1286	Bartek	Zaremba	M
1287	Antonio	Wroblewski	M
1288	Michael	Szostak	M
1289	Kai	luczak	M
1290	Lucas	Makowski	M
1291	Aleksandr	Nowakowski	M
1292	Maxymilian	Kowalczyk	M
1293	Gleb	Banach	M
1294	August	Kowalczyk	M
1295	Rostyslav	Pawlowski	M
1296	Ilya	Bak	M
1297	Amir	Olejnik	M
1298	Serhii	Pietrzak	M
1299	Nathaniel	Marek	M
1300	Zahar	Kowalewski	M
1301	Ilia	Marek	M
1302	Mateo	Wlodarczyk	M
1303	Konstantyn	Stefaniak	M
1304	Gerard	Brzezinski	M
1305	Gniewosz	Zawadzki	M
1306	Luca	Michalak	M
1307	Ireneusz	Domagala	M
1308	Kostiantyn	Zaremba	M
1309	Augustyn	Blaszczyk	M
1310	Kyryl	Kaczmarczyk	M
1311	Ruslan	Walczak	M
1312	Zachariasz	Sobczyk	M
1313	Luis	Bednarczyk	M
1314	Kewin	Lech	M
1315	Ustym	Jankowski	M
1316	Waldemar	Mazurek	M
1317	Vadym	Kubiak	M
1318	Makary	Marzec	M
1319	Tymofij	Dabrowski	M
1320	Rafael	Kowalczyk	M
1321	Elias	Kwiatkowski	M
1322	Wit	Wlodarczyk	M
1323	Miroslav	Turek	M
1324	Theodor	Kaczmarczyk	M
1325	Yurii	Duda	M
1326	Stepan	Kazmierczak	M
1327	Taras	Nowicki	M
1328	Leonid	Kozlowski	M
1329	Louis	Kulik	M
1330	Erwin	lukasik	M
1331	Iwan	Stachowiak	M
1332	Marsel	Rutkowski	M
1333	Dmitrij	Sowa	M
1334	Sambor	Stepien	M
1335	Dobromir	Mikolajczak	M
1336	Matwij	Gruszka	M
1337	Ihor	Majchrzak	M
1338	Yevhen	Kaminski	M
1339	Lukian	Szostak	M
1340	Emir	Kasprzyk	M
1341	Dominic	Konieczny	M
1342	Ali	Swiatek	M
1343	Krzesimir	Michalski	M
1344	Pavel	Marszalek	M
1345	Renat	Czech	M
1346	Danilo	Dziedzic	M
1347	Rayan	Koziel	M
1348	Brayan	Kaczor	M
1349	Frank	Kubiak	M
1350	Konstantin	Kowalewski	M
1351	Antek	Sadowski	M
1352	Teofil	Jaworski	M
1353	Oleh	Cichon	M
1354	Jacob	Gajda	M
1355	Vasyl	Zakrzewski	M
1356	Hieronim	Lis	M
1357	Thomas	Kozlowski	M
1358	Janusz	Owczarek	M
1359	Marco	Sokolowski	M
1360	Wojtek	Gajewski	M
1361	Colin	Piatek	M
1362	Ragnar	Kolodziejczyk	M
1363	Simon	Pawlowski	M
1364	Armin	Nowakowski	M
1365	Demyan	Kozak	M
1366	Zachar	Zurek	M
1367	Matvei	Markowski	M
1368	Andrij	Olejniczak	M
1369	Axel	Brzozowski	M
1370	Gustav	Mazurkiewicz	M
1371	Richard	Sadowski	M
1372	Andriy	Jarosz	M
1373	Milo	Kozak	M
1374	Jegor	Czech	M
1375	Lukas	Konieczny	M
1376	Jaroslav	Sroka	M
1377	Tadei	Baranowski	M
1378	Eldar	Nowak	M
1379	James	Urban	M
1380	Jakob	Sikora	M
1381	Markus	Matysiak	M
1382	Veniamin	Wrobel	M
1383	Marcus	Piatek	M
1384	Svyatoslav	Sokolowski	M
1385	Diego	Szewczyk	M
1386	Matteo	Czerwinski	M
1387	Lucjusz	Lesniak	M
1388	Yevhenii	Mlynarczyk	M
1389	Santiago	Zak	M
1390	Arthur	Jankowski	M
1391	Ian	Walczak	M
1392	Nico	Lech	M
1393	Nestor	Zalewski	M
1394	Wilhelm	Kaczmarek	M
1395	Kasper	Gajewski	M
1396	Wiesław	Wieczorek	M
1397	Eugeniusz	Piotrowski	M
1398	Manuel	Kus	M
1399	Włodzimierz	Kaminski	M
1400	Arsenii	Rybak	M
1401	Mykhail	Kaczor	M
1402	Matvij	Kowalewski	M
1403	Emmanuel	Wieczorek	M
1404	Michail	Mazurkiewicz	M
1405	Dionizy	Walczak	M
1406	Enzo	luczak	M
1407	Muhammad	Paluch	M
1408	Theodore	Kalinowski	M
1409	Kilian	Kurek	M
1410	Hlib	Szymanski	M
1411	Jaroslaw	Wieczorek	M
1412	Francesco	Polak	M
1413	Rostislav	Krajewski	M
1414	Nicholas	Sikorski	M
1415	Yegor	Turek	M
1416	Vsevolod	Kazmierczak	M
1417	Ruben	Olejniczak	M
1418	Stanislaw	Swiatek	M
1419	Illya	lukasik	M
1420	Cyryl	Wysocki	M
1421	Lorenzo	Leszczynski	M
1422	Ariel	Gruszka	M
1423	Natanael	Marczak	M
1424	Lesław	Gil	M
1425	Edwin	Pietrzyk	M
1426	Massimo	Mackowiak	M
1427	Philip	Skowron	M
1428	Ethan	Marciniak	M
1429	Itan	Wlodarczyk	M
1430	Klaudiusz	Bednarczyk	M
1431	Jordan	Zalewski	M
1432	George	Wroblewski	M
1433	Arsenij	Zych	M
1434	Zdzisław	Sobczyk	M
1435	Miroslaw	Czech	M
1436	Liubomyr	Wroblewski	M
1437	Arian	Majewski	M
1438	Nazarii	Kujawa	M
1439	Timothy	Kozak	M
1440	Eric	Marszalek	M
1441	Edgar	Zieba	M
1442	Dylan	Grzyb	M
1443	Lubomir	Marciniak	M
1444	Emilio	Wrobel	M
1445	Mikolaj	Witkowski	M
1446	Herman	Pawlak	M
1447	Kryspin	Swiatek	M
1448	Petro	Mazurek	M
1449	Timofii	Wasilewski	M
1450	Vadim	Lewandowski	M
1451	Patrick	Zieba	M
1452	Jonathan	Kolodziejczyk	M
1453	Joel	Polak	M
1454	Swiatosław	Gorski	M
1455	Bazyli	Chmiel	M
1456	Semen	Stefaniak	M
1457	Kaj	Sawicka	M
1458	Savelii	Kurek	M
1459	Dajan	Urbaniak	M
1460	Oleksiy	Paluch	M
1461	Hordii	Zajac	M
1462	Michal	Zurek	M
1463	Xawery	Chojnacki	M
1464	Joszko	Jablonski	M
1465	Ilja	Szymczak	M
1466	Mikita	Tomczyk	M
1467	Kristian	Gora	M
1468	Andrey	luczak	M
1469	Dmitry	Blaszczyk	M
1470	Evan	Rybak	M
1471	Rodion	Wesolowski	M
1472	Radomir	Szulc	M
1473	Pawel	Malek	M
1474	Joseph	Kaminski	M
1475	Lukyan	Sikorski	M
1476	Romeo	Malinowski	M
1477	Tiago	Kowalczyk	M
1478	Léon	Mucha	M
1479	Andrei	Bartkowiak	M
1480	Syriusz	Mazurek	M
1481	Janek	Augustyniak	M
1482	Aureliusz	Zurek	M
1483	Gilbert	Nowak	M
1484	Ilian	Skowron	M
1485	Lech	Jaworski	M
1486	Valentino	Bialek	M
1487	Jarema	Pluta	M
1488	Tymek	Wrona	M
1489	Alfred	Baranowski	M
1490	Yarema	Borkowski	M
1491	Viacheslav	Szczepanski	M
1492	Artsiom	Zych	M
1493	Tigran	Swiatek	M
1494	Dmitro	Kasprzak	M
1495	Timofei	Szymanski	M
1496	Izaak	Marszalek	M
1497	Dmitrii	Bak	M
1498	Tyberiusz	Kaczor	M
1499	Ratmir	Klos	M
1500	Severyn	Majchrzak	M
1501	Joshua	Rak	M
1502	Christopher	Janus	M
1503	Antony	Bednarek	M
1504	Anatolii	luczak	M
1505	Ryan	Wegrzyn	M
1506	Leu	Mucha	M
1507	Vitalii	Wilk	M
1508	Arseniy	Skrzypczak	M
1509	Mihail	Michalski	M
1510	Zayn	Kaminski	M
1511	Solomon	Owczarek	M
1512	Oleksander	Gorski	M
1513	Zakharii	Olejnik	M
1514	Paul	Chojnacki	M
1515	Omar	Szymanski	M
1516	Darii	Jasinski	M
1517	Ambroży	Urbanski	M
1518	Rinat	Sroka	M
1519	Hector	Wesolowski	M
1520	Kyryll	Borkowski	M
1521	Wawrzyniec	Maciejewski	M
1522	Vlad	Szymczyk	M
1523	Malik	Krawczyk	M
1524	Artemii	Szczepanski	M
1525	Charlie	Nowakowski	M
1526	Logan	Mikolajczak	M
1527	Ismael	Maj	M
1528	Danyl	Skiba	M
1529	Alexandros	Wasilewski	M
1530	Magnus	Biernat	M
1531	Oles	Zalewski	M
1532	Adem	Zajac	M
1533	Ksavier	Koziel	M
1534	Matthew	Pietrzyk	M
1535	Tycjan	Rak	M
1536	Aiden	Bednarek	M
1537	Tobias	Wroblewski	M
1538	Karim	Walczak	M
1539	Eduard	Walczak	M
1540	Mikhailo	Koziol	M
1541	Orion	Gajda	M
1542	Kiryl	Janik	M
1543	Dymitr	Kozak	M
1544	Kaleb	Kaczor	M
1545	Zenon	Cieslik	M
1546	Christian	Marek	M
1547	Lio	Kruk	M
1548	Jonas	Szczepanski	M
1549	Mykhaylo	Mazur	M
1550	Heorhii	Bednarczyk	M
1551	Ivar	Dudek	M
1552	Gordii	Gruszka	M
1553	Demir	Kowalik	M
1554	Pascal	Krawczyk	M
1555	Selim	Szczepanik	M
1556	Siemowit	Szczepanik	M
1557	Yusuf	Musial	M
1558	Ibrahim	Wojtowicz	M
1559	Sandro	Pietrzyk	M
1560	Gerald	luczak	M
1561	Youssef	Stanczyk	M
1562	Niklas	Kot	M
1563	Yelisei	Szczepaniak	M
1564	Carlos	Krajewski	M
1565	Francisco	Chmiel	M
1566	Arnold	Dudek	M
1567	Enes	Kulesza	M
1568	Serafin	Olejniczak	M
1569	Lars	Marszalek	M
1570	John	Zakrzewski	M
1571	Ares	Klimczak	M
1572	Leonidas	Kozlowski	M
1573	Tristan	Kot	M
1574	Miran	Mlynarczyk	M
1575	Zlatan	Kacprzak	M
1576	Federico	Turek	M
1577	Maxime	Malek	M
1578	Matwii	Zajac	M
1579	Levi	Bialek	M
1580	Herbert	Skowron	M
1581	Nikolozi	Grzyb	M
1582	Modest	Mazurek	M
1583	Stanislas	Rak	M
1584	Vito	Nowakowski	M
1585	Charles	Blaszczyk	M
1586	Dima	Szymczyk	M
1587	Pablo	Gorski	M
1588	Casper	Gora	M
1589	Akim	Maj	M
1590	Robin	Sikorski	M
1591	Tadej	Zurek	M
1592	Eliot	Dabrowski	M
1593	Tsimafei	Wieczorek	M
1594	Tom	Sowa	M
1595	Giorgi	Bialek	M
1596	Samir	Tomczak	M
1597	Alexandre	Cieslik	M
1598	Ferdynand	Zajac	M
1599	Ignat	Konieczny	M
1600	Mychajlo	Mucha	M
1601	Romuald	Stasiak	M
1602	Alessio	Wysocki	M
1603	Jason	Kubiak	M
1604	Tykhon	Sawicka	M
1605	Vitaliy	Ostrowski	M
1606	Andria	Marczak	M
1607	Maksimilian	Wojtowicz	M
1608	Swiatosław	Kujawa	M
1609	Gaweł	Marczak	M
1610	Yakub	Konieczny	M
1611	Lion	Drozd	M
1612	Philipp	Przybysz	M
1613	Ludwig	Kozak	M
1614	Dawyd	Szulc	M
1615	Yousef	Mackowiak	M
1616	Miłosław	Kolodziej	M
1617	Jaromir	Gruszka	M
1618	Timofij	Zalewski	M
1619	Artiom	Kowal	M
1620	Matias	Walczak	M
1621	Yuriy	luczak	M
1622	Geralt	Szymanski	M
1623	Fabio	Chmiel	M
1624	Angelo	Mikolajczyk	M
1625	Mike	Krawczyk	M
1626	Mikael	Sikora	M
1627	Radzimir	Sroka	M
1628	Matwiej	Witkowski	M
1629	Elisei	Markowski	M
1630	Gabrieli	Kubiak	M
1631	Apoloniusz	Pietrzyk	M
1632	Maximus	Czech	M
1633	Murat	Kacprzak	M
1634	Jasper	Bieniek	M
1635	Emin	Majewski	M
1636	Nicodem	Gorka	M
1637	Muhammed	Ziolkowski	M
1638	Myroslaw	Szczygiel	M
1639	Jamie	Kwiecien	M
1640	Goran	Przybysz	M
1641	Alexandr	Janus	M
1642	Elian	Jaworski	M
1643	Klim	Skiba	M
1644	Sajmon	Janus	M
1645	Evgeniy	Zawada	M
1646	Aksel	Gorka	M
1647	Demid	Ostrowski	M
1648	Markiian	Olszewski	M
1649	Andrew	Krupa	M
1650	Andrian	Kowalewski	M
1651	Ahmed	Jankowski	M
1652	Iacob	Zielinski	M
1653	Aslan	Jurek	M
1654	Jack	Krajewski	M
1655	Yevgen	Swiatek	M
1656	Dario	Wrobel	M
1657	Avram	Lis	M
1658	Valerii	Gil	M
1659	José	Pawlak	M
1660	Gabor	Wozniak	M
1661	Liwiusz	Laskowski	M
1662	Jurij	Wawrzyniak	M
1663	Rodrigo	Witkowski	M
1664	Davit	Szczygiel	M
1665	Apolinary	Wesolowski	M
1666	Mathias	Zaremba	M
1667	Ioane	Ptak	M
1668	Bogusz	Marzec	M
1669	Demetre	Sowa	M
1670	Kostek	Gruszka	M
1671	Nadar	Turek	M
1672	Aden	Olejniczak	M
1673	Nino	Bieniek	M
1674	Mason	Drozd	M
1675	Ayaz	Zak	M
1676	Savva	Krupa	M
1677	Allan	Matysiak	M
1678	Sergiy	Czaja	M
1679	Nikoloz	Kurek	M
1680	Adil	Gorka	M
1681	Serafim	Marczak	M
1682	Serhiy	Matusiak	M
1683	Duy anh	Malinowski	M
1684	Benon	Ptak	M
1685	Thiago	Jaworski	M
1686	Abdullah	Jakubowski	M
1687	Sani	Koziol	M
1688	Vyacheslav	Brzezinski	M
1689	Alojzy	Gil	M
1690	Marcjan	Kolodziejczyk	M
1691	Maximillian	lukasik	M
1692	Antoine	Sobczak	M
1693	Markiyan	Pluta	M
1694	Ilyas	Wroblewski	M
1695	Dacjan	Konopka	M
1696	Kenan	Kolodziej	M
1697	Sami	Kazmierczak	M
1698	Viggo	Kaczor	M
1699	Lukjan	Kalinowski	M
1700	Wladyslaw	Kolodziej	M
1701	Fedor	Rutkowski	M
1702	Pedro	Jablonski	M
1703	Ayaan	Wasilewski	M
1704	Aliaksandr	Gruszka	M
1705	Otis	Szymczyk	M
1706	Elizeusz	Kowal	M
1707	Milano	Wojciechowski	M
1708	Frederick	Zaremba	M
1709	Said	Swiatek	M
1710	Adriano	Gora	M
1711	Rudolf	Lipinski	M
1712	Arkadiy	Przybysz	M
1713	Peter	Walczak	M
1714	Matwiy	Rutkowski	M
1715	Aleksiej	Czerwinski	M
1716	Julius	Szczepaniak	M
1717	Brandon	Jankowski	M
1718	Armen	Dabrowski	M
1719	Rustam	Kazmierczak	M
1720	Justyn	Kowal	M
1721	Tikhon	Kubiak	M
1722	Zbyszko	Owczarek	M
1723	Alberto	Cieslak	M
1724	Martyn	Kacprzak	M
1725	Aryan	Nowicki	M
1726	Dennis	Pawlowski	M
1727	Andreas	Gil	M
1728	Santino	Grzyb	M
1729	Nilan	Jarosz	M
1730	Devid	Domagala	M
1731	Ben	Jankowski	M
1732	Witosław	Marzec	M
1733	Narek	Marzec	M
1734	Raman	luczak	M
1735	Apollo	Zajac	M
1736	Hryhorii	Michalak	M
1737	Yasin	Mazurek	M
1738	Hlieb	Dabrowski	M
1739	Josef	Kacprzak	M
1740	Riccardo	Bednarz	M
1741	Zayan	Zawadzki	M
1742	Omelian	Duda	M
1743	Tommy	Zajac	M
1744	Ayan	Stankiewicz	M
1745	Israel	Stachowiak	M
1746	German	Laskowski	M
1747	Miguel	Nowakowski	M
1748	Maryan	Adamczyk	M
1749	Luciano	Marszalek	M
1750	Justin	Marszalek	M
1751	Matheo	Turek	M
1752	Fiodor	Sawicki	M
1753	Nikolai	Urban	M
1754	Valentyn	Kaczmarek	M
1755	Dante	Swiatek	M
1756	Jayden	Pajak	M
1757	Cristian	Makowski	M
1758	Otto	Szczepanski	M
1759	Conan	Sikorski	M
1760	Lenny	Dziedzic	M
1761	Baltazar	Szymanski	M
1762	Bryan	Grabowski	M
1763	Orlando	Chojnacki	M
1764	Roland	Pluta	M
1765	Aleksandre	Lis	M
1766	Tamerlan	Dziedzic	M
1767	Nolan	Pawlak	M
1768	Radek	Cieslak	M
1769	Mychajło	Bartkowiak	M
1770	Jewgienij	Kowal	M
1771	Gordiy	Kasprzyk	M
1772	Kenzo	Marszalek	M
1773	Danila	Zajac	M
1774	Idris	Baranowski	M
1775	Elmir	Majchrzak	M
1776	Omer	Wegrzyn	M
1777	Ilai	Stepien	M
1778	Traian	Szymczyk	M
1779	Deniz	Mroz	M
1780	Konan	Sadowski	M
1781	Aleksey	Klimek	M
1782	Swiatoslaw	Zieba	M
1783	Milian	Gawron	M
1784	Tamirlan	Tomczak	M
1785	Ewan	Zajac	M
1786	Mohammad	Graczyk	M
1787	Celestyn	Klos	M
1788	Amin	Stanczyk	M
1789	Miko	Kolodziejczyk	M
1790	Kirył	Sikorski	M
1791	Saveliy	Wisniewski	M
1792	Zeus	Michalik	M
1793	Zamir	Grzelak	M
1794	Artemiy	Domagala	M
1795	Yuri	Kwiatkowski	M
1796	Gordey	Krajewski	M
1797	Mihailo	Kolodziejczyk	M
1798	Alessandro	Zieba	M
